id_speaker;gender;ester1;ester2;etape;repere;all
822;female;3;NA;NA;NA;3
823;male;3;NA;NA;NA;3
824;male;7;NA;NA;NA;7
825;male;58;NA;NA;NA;58
826;female;5;NA;NA;NA;5
827;female;4;NA;NA;NA;4
828;male;22;NA;NA;NA;22
829;male;1;NA;NA;NA;1
830;male;8;NA;NA;NA;8
831;male;15;NA;NA;NA;15
832;male;1;NA;NA;NA;1
833;female;1;NA;NA;NA;1
834;male;1;NA;NA;NA;1
835;male;1;NA;NA;NA;1
836;female;1;NA;NA;NA;1
837;male;1;NA;NA;NA;1
838;male;42;NA;NA;NA;42
839;male;2;NA;NA;NA;2
840;male;1;NA;NA;NA;1
841;male;4;NA;NA;NA;4
842;male;3;NA;NA;NA;3
843;female;2;NA;NA;NA;2
844;male;5;NA;NA;NA;5
845;male;1;NA;NA;NA;1
846;male;2;NA;NA;NA;2
847;male;2;NA;NA;NA;2
848;male;1;NA;NA;NA;1
849;male;1;NA;NA;NA;1
850;female;1;NA;NA;NA;1
851;male;1;NA;NA;NA;1
852;male;3;NA;NA;NA;3
853;male;4;NA;NA;NA;4
854;male;1;NA;NA;NA;1
855;male;1;NA;NA;NA;1
856;male;1;NA;NA;NA;1
857;male;193;NA;NA;NA;193
858;female;5;NA;NA;NA;5
859;male;71;NA;NA;NA;71
860;female;19;NA;NA;NA;19
861;female;1;NA;NA;NA;1
862;male;7;NA;NA;NA;7
863;female;4;NA;NA;NA;4
864;female;2;NA;NA;NA;2
865;male;1;NA;NA;NA;1
866;male;1;NA;NA;NA;1
867;female;4;NA;NA;NA;4
868;female;4;NA;NA;NA;4
869;male;16;NA;NA;NA;16
870;male;2;NA;NA;NA;2
871;female;22;NA;NA;NA;22
872;male;1;NA;NA;NA;1
873;male;2;NA;NA;16;18
874;female;2;NA;NA;NA;2
875;female;24;3;NA;NA;27
876;female;3;NA;NA;NA;3
877;female;1;NA;NA;NA;1
878;male;11;NA;NA;NA;11
879;female;3;NA;NA;NA;3
880;male;1;NA;NA;NA;1
881;male;1;NA;NA;NA;1
882;female;2;NA;NA;NA;2
883;male;41;NA;NA;NA;41
884;female;45;NA;NA;NA;45
885;male;2;NA;NA;NA;2
886;male;7;NA;NA;NA;7
887;male;12;NA;NA;NA;12
888;male;2;NA;NA;NA;2
889;male;2;NA;NA;15;17
890;female;3;NA;NA;NA;3
891;male;4;NA;NA;40;44
892;female;16;NA;NA;NA;16
893;female;2;NA;NA;NA;2
894;male;1;NA;NA;NA;1
895;female;14;NA;NA;NA;14
896;male;3;NA;NA;NA;3
897;male;1;NA;NA;NA;1
898;female;2;NA;NA;NA;2
899;female;10;NA;NA;NA;10
900;male;4;NA;NA;NA;4
901;male;6;NA;NA;NA;6
902;male;5;NA;NA;NA;5
903;male;1;NA;NA;NA;1
904;male;4;NA;NA;NA;4
905;female;6;NA;NA;NA;6
906;male;4;NA;NA;NA;4
907;male;3;NA;NA;NA;3
908;female;2;NA;NA;NA;2
909;female;1;NA;NA;NA;1
910;male;1;NA;NA;NA;1
911;female;23;NA;NA;NA;23
912;male;2;NA;NA;NA;2
913;male;3;NA;NA;NA;3
914;female;3;NA;NA;NA;3
915;male;1;NA;NA;NA;1
916;female;11;NA;NA;NA;11
917;male;1;NA;NA;NA;1
918;male;121;NA;NA;NA;121
919;female;1;NA;NA;NA;1
920;male;2;NA;NA;NA;2
921;male;1;NA;NA;NA;1
922;female;4;NA;NA;NA;4
923;male;1;NA;NA;NA;1
924;male;7;NA;NA;NA;7
925;male;6;NA;NA;NA;6
926;female;1;NA;NA;NA;1
927;female;1;NA;NA;NA;1
928;male;3;NA;NA;NA;3
929;male;80;NA;NA;NA;80
930;male;7;NA;NA;NA;7
931;female;17;NA;NA;NA;17
932;female;7;NA;NA;NA;7
933;male;1;NA;NA;NA;1
934;male;4;NA;NA;NA;4
935;female;1;NA;NA;NA;1
936;male;18;NA;NA;NA;18
937;female;1;NA;NA;NA;1
938;male;13;NA;NA;NA;13
939;female;2;NA;NA;NA;2
940;female;3;NA;NA;NA;3
941;female;1;NA;NA;NA;1
942;female;8;NA;NA;NA;8
943;male;1;NA;NA;NA;1
944;male;1;NA;NA;NA;1
945;male;1;NA;NA;NA;1
946;female;1;NA;NA;NA;1
947;male;1;NA;NA;NA;1
948;male;1;NA;NA;NA;1
949;male;1;NA;NA;NA;1
950;male;2;NA;NA;NA;2
951;male;2;NA;NA;NA;2
952;male;3;NA;NA;NA;3
953;male;1;NA;NA;NA;1
954;male;2;60;NA;NA;62
955;NA;1;NA;NA;NA;1
956;male;60;1;NA;NA;61
957;female;2;NA;NA;NA;2
958;male;1;NA;NA;NA;1
959;male;1;NA;NA;NA;1
960;female;1;NA;NA;NA;1
961;female;4;NA;NA;NA;4
962;male;3;NA;NA;NA;3
963;male;2;NA;NA;NA;2
964;female;1;NA;NA;NA;1
965;female;1;NA;NA;NA;1
966;female;1;NA;NA;NA;1
967;female;2;NA;NA;NA;2
968;female;1;NA;NA;NA;1
969;female;1;NA;NA;NA;1
970;female;2;NA;NA;NA;2
971;female;70;NA;NA;NA;70
972;female;1;NA;NA;NA;1
973;male;3;NA;NA;8;11
974;male;2;NA;NA;NA;2
975;female;3;NA;NA;NA;3
976;male;13;NA;NA;NA;13
977;male;2;NA;NA;NA;2
978;male;1;NA;NA;NA;1
979;male;2;NA;NA;NA;2
980;female;1;NA;NA;NA;1
981;female;2;NA;NA;NA;2
982;female;1;NA;NA;NA;1
983;male;1;NA;NA;NA;1
984;male;1;NA;NA;NA;1
985;female;2;NA;NA;NA;2
986;male;2;NA;NA;NA;2
987;female;1;NA;NA;NA;1
988;female;1;NA;NA;NA;1
989;male;17;NA;NA;NA;17
990;NA;1;NA;NA;NA;1
991;male;1;NA;NA;NA;1
992;female;1;NA;NA;NA;1
993;male;6;NA;NA;NA;6
994;female;5;NA;NA;NA;5
995;male;11;NA;NA;NA;11
996;female;2;NA;NA;NA;2
997;male;1;NA;NA;NA;1
998;female;1;4;NA;NA;5
999;male;5;NA;NA;NA;5
1000;male;24;NA;NA;NA;24
1001;male;1;NA;NA;NA;1
1002;male;2;NA;NA;NA;2
1003;male;3;NA;NA;NA;3
1004;male;1;NA;NA;NA;1
1005;female;3;NA;NA;NA;3
1006;male;1;NA;NA;NA;1
1007;female;1;NA;NA;NA;1
1008;female;4;NA;NA;NA;4
1009;male;3;NA;NA;NA;3
1010;female;1;NA;NA;NA;1
1011;male;1;NA;NA;NA;1
1012;female;1;NA;NA;NA;1
1013;female;1;NA;NA;NA;1
1014;male;1;NA;NA;NA;1
1015;male;3;NA;NA;NA;3
1016;male;1;NA;NA;NA;1
1017;male;2;NA;NA;NA;2
1018;male;1;NA;NA;NA;1
1019;male;1;NA;NA;NA;1
1020;male;10;NA;NA;NA;10
1021;male;2;NA;NA;8;10
1022;male;2;NA;NA;NA;2
1023;male;1;NA;NA;NA;1
1024;female;9;NA;NA;NA;9
1025;female;1;NA;NA;NA;1
1026;male;1;NA;NA;NA;1
1027;male;2;NA;NA;NA;2
1028;male;1;NA;NA;NA;1
1029;female;1;NA;NA;NA;1
1030;male;1;NA;NA;NA;1
1031;female;1;NA;NA;NA;1
1032;male;2;NA;NA;NA;2
1033;male;1;NA;NA;NA;1
1034;female;4;NA;NA;NA;4
1035;female;2;NA;NA;NA;2
1036;male;7;NA;NA;NA;7
1037;male;1;NA;NA;NA;1
1038;female;4;NA;NA;NA;4
1039;female;1;NA;NA;NA;1
1040;male;2;NA;NA;NA;2
1041;female;1;NA;NA;NA;1
1042;male;14;NA;NA;NA;14
1043;female;1;NA;NA;NA;1
1044;male;3;NA;NA;NA;3
1045;male;2;NA;NA;NA;2
1046;male;2;NA;NA;NA;2
1047;female;1;NA;NA;NA;1
1048;female;2;NA;NA;NA;2
1049;male;1;NA;NA;NA;1
1050;female;1;NA;NA;NA;1
1051;male;3;NA;NA;NA;3
1052;male;2;NA;NA;NA;2
1053;male;3;NA;NA;NA;3
1054;female;2;NA;NA;NA;2
1055;male;2;NA;NA;NA;2
1056;male;2;NA;NA;1;3
1057;female;2;NA;NA;NA;2
1058;male;9;NA;NA;NA;9
1059;male;5;NA;NA;10;15
1060;male;3;NA;NA;NA;3
1061;male;2;NA;NA;NA;2
1062;male;21;NA;NA;NA;21
1063;male;1;NA;NA;NA;1
1064;female;19;NA;NA;NA;19
1065;male;1;NA;NA;NA;1
1066;female;1;NA;NA;NA;1
1067;male;1;NA;NA;NA;1
1068;female;1;NA;NA;NA;1
1069;male;1;NA;NA;NA;1
1070;female;15;NA;NA;NA;15
1071;male;1;NA;NA;NA;1
1072;male;1;NA;NA;NA;1
1073;female;4;NA;NA;NA;4
1074;male;11;NA;NA;NA;11
1075;male;1;NA;NA;NA;1
1076;female;1;NA;NA;NA;1
1077;female;5;NA;NA;NA;5
1078;male;2;NA;NA;NA;2
1079;male;2;NA;NA;NA;2
1080;male;1;NA;NA;NA;1
1081;female;2;NA;NA;NA;2
1082;male;1;NA;NA;NA;1
1083;female;1;NA;NA;NA;1
1084;female;4;NA;NA;NA;4
1085;male;1;NA;NA;NA;1
1086;male;1;NA;NA;NA;1
1087;male;1;NA;NA;NA;1
1088;male;1;NA;NA;NA;1
1089;male;1;NA;NA;NA;1
1090;female;13;NA;NA;NA;13
1091;male;1;NA;NA;NA;1
1092;male;1;NA;24;103;128
1093;male;1;NA;NA;NA;1
1094;male;1;NA;NA;NA;1
1095;male;1;NA;NA;NA;1
1096;male;1;NA;NA;NA;1
1097;male;1;NA;NA;NA;1
1098;male;1;NA;NA;NA;1
1099;female;2;NA;NA;NA;2
1100;male;2;NA;NA;NA;2
1101;male;1;NA;NA;NA;1
1102;male;1;NA;NA;NA;1
1103;male;1;NA;NA;NA;1
1104;female;2;NA;NA;NA;2
1105;male;1;NA;NA;NA;1
1106;female;2;NA;NA;NA;2
1107;female;1;NA;NA;NA;1
1108;male;1;NA;NA;NA;1
1109;male;6;NA;NA;NA;6
1110;NA;1;NA;NA;NA;1
1111;female;1;NA;NA;NA;1
1112;male;1;NA;NA;NA;1
1113;female;1;NA;NA;NA;1
1114;female;2;NA;NA;NA;2
1115;female;1;NA;NA;NA;1
1116;female;1;NA;NA;NA;1
1117;male;6;NA;NA;NA;6
1118;female;2;NA;NA;NA;2
1119;male;1;NA;NA;NA;1
1120;male;2;NA;NA;NA;2
1121;female;1;NA;NA;NA;1
1122;female;1;NA;NA;NA;1
1123;female;1;NA;NA;NA;1
1124;female;1;NA;NA;NA;1
1125;male;1;NA;NA;NA;1
1126;female;1;NA;NA;NA;1
1127;male;3;NA;NA;NA;3
1128;female;1;NA;NA;NA;1
1129;male;6;NA;NA;NA;6
1130;female;5;NA;NA;NA;5
1131;female;1;NA;NA;NA;1
1132;male;4;NA;NA;NA;4
1133;female;3;NA;NA;NA;3
1134;male;1;NA;NA;NA;1
1135;female;1;NA;NA;NA;1
1136;male;2;NA;NA;NA;2
1137;female;1;NA;NA;NA;1
1138;male;3;NA;NA;NA;3
1139;male;2;NA;NA;NA;2
1140;male;2;NA;NA;NA;2
1141;female;2;NA;NA;NA;2
1142;male;1;NA;NA;NA;1
1143;female;3;NA;NA;NA;3
1144;female;4;NA;NA;NA;4
1145;male;1;NA;NA;NA;1
1146;male;1;NA;NA;NA;1
1147;female;1;NA;NA;2;3
1148;female;1;NA;NA;NA;1
1149;male;24;NA;NA;NA;24
1150;male;1;NA;NA;NA;1
1151;male;1;NA;NA;NA;1
1152;male;1;NA;NA;NA;1
1153;male;2;NA;NA;NA;2
1154;male;284;NA;NA;NA;284
1155;female;2;NA;NA;NA;2
1156;female;1;NA;NA;NA;1
1157;male;1;NA;NA;NA;1
1158;male;1;NA;NA;NA;1
1159;male;8;NA;NA;NA;8
1160;female;1;NA;NA;NA;1
1161;female;1;NA;NA;NA;1
1162;male;1;NA;NA;NA;1
1163;male;9;NA;NA;NA;9
1164;male;1;NA;NA;NA;1
1165;female;5;NA;NA;NA;5
1166;male;2;NA;NA;NA;2
1167;female;4;NA;NA;NA;4
1168;female;2;NA;NA;NA;2
1169;male;1;NA;NA;NA;1
1170;male;1;NA;NA;NA;1
1171;female;4;NA;NA;NA;4
1172;male;2;NA;NA;NA;2
1173;male;1;NA;NA;NA;1
1174;female;2;NA;NA;NA;2
1175;male;3;NA;NA;NA;3
1176;female;1;NA;NA;NA;1
1177;female;4;NA;NA;NA;4
1178;male;1;NA;NA;NA;1
1179;male;2;NA;NA;71;73
1180;female;2;NA;NA;NA;2
1181;male;1;NA;NA;NA;1
1182;female;10;NA;NA;NA;10
1183;male;7;NA;NA;NA;7
1184;male;2;NA;NA;NA;2
1185;female;1;NA;NA;NA;1
1186;female;2;NA;NA;NA;2
1187;male;2;NA;NA;NA;2
1188;male;2;NA;NA;NA;2
1189;female;1;NA;NA;NA;1
1190;male;1;NA;NA;NA;1
1191;male;2;NA;NA;NA;2
1192;female;3;NA;NA;NA;3
1193;male;2;NA;49;NA;51
1194;female;4;NA;NA;NA;4
1195;female;2;NA;NA;NA;2
1196;male;4;NA;NA;NA;4
1197;male;1;NA;NA;NA;1
1198;female;1;NA;NA;NA;1
1199;male;1;NA;NA;NA;1
1200;male;3;NA;NA;NA;3
1201;female;2;NA;NA;NA;2
1202;female;1;NA;NA;NA;1
1203;female;1;NA;NA;NA;1
1204;female;1;NA;NA;NA;1
1205;male;1;NA;NA;NA;1
1206;male;1;NA;NA;NA;1
1207;female;1;NA;NA;NA;1
1208;male;1;NA;NA;NA;1
1209;male;1;NA;31;25;57
1210;female;1;NA;NA;NA;1
1211;male;1;NA;NA;NA;1
1212;female;7;NA;NA;NA;7
1213;female;4;NA;NA;NA;4
1214;female;2;NA;NA;NA;2
1215;male;6;NA;NA;NA;6
1216;female;2;NA;NA;NA;2
1217;male;1;NA;NA;NA;1
1218;female;1;NA;NA;NA;1
1219;male;1;NA;NA;NA;1
1220;female;1;NA;NA;NA;1
1221;female;1;NA;NA;NA;1
1222;female;2;NA;NA;NA;2
1223;male;1;NA;NA;NA;1
1224;male;2;NA;NA;NA;2
1225;female;2;NA;NA;NA;2
1226;female;2;NA;NA;NA;2
1227;male;3;NA;NA;NA;3
1228;male;3;NA;NA;NA;3
1229;male;2;NA;NA;NA;2
1230;female;1;NA;NA;NA;1
1231;male;1;NA;NA;NA;1
1232;female;1;NA;NA;NA;1
1233;female;2;NA;NA;NA;2
1234;male;2;NA;NA;NA;2
1235;male;1;NA;NA;NA;1
1236;male;2;NA;NA;NA;2
1237;female;6;NA;NA;NA;6
1238;female;4;NA;NA;NA;4
1239;female;1;NA;NA;NA;1
1240;male;1;NA;NA;NA;1
1241;male;1;NA;NA;NA;1
1242;male;2;NA;NA;NA;2
1243;female;2;NA;NA;NA;2
1244;male;1;NA;NA;NA;1
1245;female;1;NA;NA;NA;1
1246;male;1;NA;NA;NA;1
1247;female;1;NA;NA;NA;1
1248;male;1;NA;NA;NA;1
1249;female;1;NA;NA;NA;1
1250;female;1;NA;NA;NA;1
1251;female;4;NA;NA;NA;4
1252;male;3;NA;NA;NA;3
1253;male;1;NA;NA;NA;1
1254;female;1;NA;NA;NA;1
1255;female;1;NA;NA;NA;1
1256;female;1;NA;NA;NA;1
1257;female;2;NA;NA;NA;2
1258;female;1;NA;NA;NA;1
1259;female;1;NA;NA;NA;1
1260;male;2;NA;NA;NA;2
1261;female;2;NA;NA;NA;2
1262;female;1;NA;NA;NA;1
1263;male;2;NA;NA;NA;2
1264;male;2;NA;NA;NA;2
1265;male;4;NA;NA;NA;4
1266;male;2;NA;NA;NA;2
1267;male;1;NA;NA;NA;1
1268;female;1;NA;NA;NA;1
1269;female;1;NA;NA;NA;1
1270;male;1;NA;NA;NA;1
1271;male;3;NA;NA;NA;3
1272;NA;1;NA;NA;NA;1
1273;male;1;NA;NA;NA;1
1274;female;1;NA;NA;NA;1
1275;male;1;NA;NA;NA;1
1276;female;1;NA;NA;NA;1
1277;male;1;NA;NA;NA;1
1278;male;1;NA;NA;NA;1
1279;male;1;NA;NA;NA;1
1280;male;1;NA;NA;NA;1
1281;female;2;NA;NA;NA;2
1282;male;2;NA;NA;NA;2
1283;female;3;NA;NA;NA;3
1284;female;2;NA;NA;NA;2
1285;female;3;NA;NA;NA;3
1286;male;1;NA;NA;NA;1
1287;female;1;NA;NA;NA;1
1288;male;1;NA;NA;NA;1
1289;male;3;NA;NA;NA;3
1290;female;4;NA;NA;NA;4
1291;male;3;NA;NA;NA;3
1292;female;1;NA;NA;NA;1
1293;female;1;NA;NA;NA;1
1294;male;19;NA;NA;NA;19
1295;female;1;NA;NA;NA;1
1296;female;1;NA;NA;NA;1
1297;male;1;NA;NA;NA;1
1298;male;1;NA;NA;NA;1
1299;male;2;NA;NA;NA;2
1300;female;2;NA;NA;NA;2
1301;male;1;NA;NA;NA;1
1302;male;1;NA;NA;NA;1
1303;male;1;NA;NA;NA;1
1304;male;2;NA;NA;NA;2
1305;male;21;NA;NA;NA;21
1306;male;1;NA;NA;NA;1
1307;male;1;NA;NA;NA;1
1308;male;2;NA;NA;NA;2
1309;male;1;NA;NA;NA;1
1310;female;3;NA;NA;NA;3
1311;male;1;NA;NA;NA;1
1312;male;4;NA;NA;NA;4
1313;male;5;NA;NA;NA;5
1314;male;1;NA;NA;NA;1
1315;female;5;NA;NA;NA;5
1316;male;11;NA;NA;NA;11
1317;male;2;NA;NA;NA;2
1318;male;1;NA;NA;NA;1
1319;male;1;NA;NA;NA;1
1320;female;4;NA;NA;NA;4
1321;female;2;NA;NA;NA;2
1322;female;4;NA;NA;NA;4
1323;male;1;NA;NA;NA;1
1324;male;1;NA;NA;NA;1
1325;female;3;NA;NA;NA;3
1326;male;2;NA;NA;NA;2
1327;female;2;NA;NA;NA;2
1328;female;2;NA;NA;NA;2
1329;female;6;NA;NA;NA;6
1330;female;1;NA;NA;NA;1
1331;male;9;NA;NA;NA;9
1332;male;3;NA;NA;NA;3
1333;male;1;NA;NA;NA;1
1334;female;1;NA;NA;NA;1
1335;male;1;NA;NA;NA;1
1336;male;1;NA;NA;NA;1
1337;male;1;NA;NA;NA;1
1338;male;2;NA;NA;NA;2
1339;male;2;NA;NA;NA;2
1340;male;1;NA;NA;NA;1
1341;female;2;NA;NA;NA;2
1342;male;1;NA;NA;NA;1
1343;female;2;NA;NA;NA;2
1344;male;1;NA;NA;NA;1
1345;male;1;NA;NA;NA;1
1346;male;1;NA;NA;NA;1
1347;female;2;NA;NA;NA;2
1348;male;2;NA;NA;NA;2
1349;male;1;NA;NA;NA;1
1350;male;1;NA;NA;NA;1
1351;female;2;NA;NA;NA;2
1352;male;2;NA;NA;NA;2
1353;female;6;NA;NA;NA;6
1354;female;1;NA;NA;NA;1
1355;female;1;NA;NA;NA;1
1356;female;1;NA;NA;NA;1
1357;female;2;NA;NA;NA;2
1358;female;1;NA;NA;NA;1
1359;female;1;NA;NA;NA;1
1360;female;1;NA;NA;NA;1
1361;female;1;NA;NA;NA;1
1362;NA;1;NA;NA;NA;1
1363;NA;1;NA;NA;NA;1
1364;NA;1;NA;NA;NA;1
1365;male;1;NA;NA;NA;1
1366;female;1;NA;NA;NA;1
1367;female;1;NA;NA;NA;1
1368;female;1;NA;NA;NA;1
1369;female;2;NA;NA;NA;2
1370;female;1;NA;NA;NA;1
1371;male;4;NA;NA;NA;4
1372;male;1;NA;NA;NA;1
1373;female;3;NA;NA;NA;3
1374;female;3;NA;NA;NA;3
1375;male;2;NA;NA;NA;2
1376;male;1;NA;NA;NA;1
1377;female;1;NA;NA;NA;1
1378;male;1;NA;NA;NA;1
1379;male;1;NA;NA;NA;1
1380;female;13;NA;NA;NA;13
1381;male;1;NA;NA;NA;1
1382;male;1;NA;NA;NA;1
1383;female;4;NA;NA;NA;4
1384;female;4;NA;NA;NA;4
1385;male;2;NA;NA;NA;2
1386;female;2;NA;NA;NA;2
1387;female;1;NA;NA;NA;1
1388;male;1;NA;NA;NA;1
1389;male;1;NA;NA;NA;1
1390;male;1;NA;NA;NA;1
1391;male;1;NA;NA;NA;1
1392;male;1;NA;NA;NA;1
1393;female;1;NA;NA;NA;1
1394;female;1;NA;NA;NA;1
1395;male;2;NA;NA;NA;2
1396;female;2;NA;NA;NA;2
1397;female;2;NA;NA;NA;2
1398;male;6;NA;NA;NA;6
1399;female;1;NA;NA;NA;1
1400;female;1;NA;NA;NA;1
1401;male;1;NA;NA;NA;1
1402;female;2;NA;NA;NA;2
1403;male;1;NA;NA;NA;1
1404;female;1;NA;NA;NA;1
1405;male;1;NA;NA;NA;1
1406;female;1;NA;NA;NA;1
1407;male;38;89;16;180;323
1408;male;1;NA;NA;NA;1
1409;female;3;NA;NA;NA;3
1410;male;3;NA;NA;NA;3
1411;male;1;NA;NA;NA;1
1412;female;1;NA;NA;NA;1
1413;female;2;NA;NA;NA;2
1414;male;1;NA;NA;NA;1
1415;male;1;NA;NA;NA;1
1416;male;1;NA;NA;NA;1
1417;male;2;NA;NA;NA;2
1418;male;9;NA;NA;NA;9
1419;female;1;NA;NA;NA;1
1420;male;3;NA;NA;NA;3
1421;female;3;NA;NA;NA;3
1422;female;2;NA;NA;NA;2
1423;female;2;4;NA;NA;6
1424;female;1;NA;NA;NA;1
1425;male;2;NA;NA;NA;2
1426;male;1;NA;NA;NA;1
1427;male;3;NA;NA;NA;3
1428;female;1;NA;NA;NA;1
1429;male;1;NA;NA;NA;1
1430;male;1;NA;NA;NA;1
1431;female;1;NA;NA;NA;1
1432;male;1;NA;NA;NA;1
1433;female;1;NA;NA;NA;1
1434;female;1;NA;NA;NA;1
1435;female;1;NA;NA;NA;1
1436;female;2;NA;NA;NA;2
1437;female;1;NA;NA;NA;1
1438;female;1;NA;NA;NA;1
1439;female;2;NA;NA;NA;2
1440;male;1;NA;NA;NA;1
1441;male;1;NA;NA;NA;1
1442;male;6;NA;NA;NA;6
1443;female;1;NA;NA;NA;1
1444;male;1;NA;NA;NA;1
1445;male;1;NA;NA;NA;1
1446;male;1;NA;NA;NA;1
1447;male;2;NA;NA;NA;2
1448;female;1;NA;NA;NA;1
1449;female;2;NA;NA;NA;2
1450;male;2;NA;NA;NA;2
1451;male;2;NA;NA;NA;2
1452;female;1;NA;NA;NA;1
1453;male;1;NA;NA;NA;1
1454;female;2;NA;NA;NA;2
1455;female;1;NA;NA;NA;1
1456;male;1;NA;NA;NA;1
1457;female;2;NA;NA;NA;2
1458;female;1;NA;NA;NA;1
1459;female;1;NA;NA;NA;1
1460;female;1;NA;NA;NA;1
1461;male;2;NA;NA;NA;2
1462;male;1;NA;NA;NA;1
1463;male;2;NA;NA;NA;2
1464;female;1;NA;NA;NA;1
1465;female;1;NA;NA;NA;1
1466;male;6;NA;NA;NA;6
1467;female;5;NA;NA;NA;5
1468;male;2;NA;NA;NA;2
1469;female;2;NA;NA;NA;2
1470;male;3;NA;NA;NA;3
1471;male;2;NA;NA;NA;2
1472;male;1;NA;NA;NA;1
1473;male;3;NA;NA;NA;3
1474;female;4;NA;NA;2;6
1475;male;1;NA;NA;NA;1
1476;male;1;NA;NA;NA;1
1477;male;1;NA;NA;NA;1
1478;female;4;NA;NA;NA;4
1479;female;4;NA;NA;NA;4
1480;male;1;NA;NA;NA;1
1481;female;1;NA;NA;NA;1
1482;male;1;NA;NA;NA;1
1483;male;2;NA;NA;NA;2
1484;female;4;NA;NA;NA;4
1485;male;1;NA;NA;NA;1
1486;male;2;NA;NA;NA;2
1487;male;1;NA;NA;NA;1
1488;female;1;NA;NA;NA;1
1489;female;4;NA;NA;NA;4
1490;female;2;NA;NA;NA;2
1491;female;1;NA;NA;NA;1
1492;female;1;NA;NA;NA;1
1493;male;1;NA;NA;NA;1
1494;female;3;NA;NA;NA;3
1495;female;2;NA;NA;NA;2
1496;male;3;NA;NA;NA;3
1497;male;1;NA;NA;NA;1
1498;male;1;NA;NA;NA;1
1499;male;1;NA;NA;NA;1
1500;female;5;NA;NA;NA;5
1501;male;1;NA;NA;NA;1
1502;female;4;NA;NA;NA;4
1503;female;2;NA;NA;NA;2
1504;male;4;NA;NA;NA;4
1505;male;1;NA;NA;NA;1
1506;male;1;NA;NA;NA;1
1507;male;1;NA;NA;NA;1
1508;female;4;NA;NA;NA;4
1509;male;2;NA;NA;NA;2
1510;male;2;NA;NA;NA;2
1511;female;6;NA;NA;NA;6
1512;female;2;NA;NA;NA;2
1513;female;2;NA;NA;NA;2
1514;female;3;NA;NA;NA;3
1515;female;1;NA;NA;NA;1
1516;male;5;NA;NA;NA;5
1517;female;8;NA;NA;NA;8
1518;male;3;NA;NA;NA;3
1519;male;1;NA;NA;NA;1
1520;male;1;NA;NA;NA;1
1521;female;1;NA;NA;NA;1
1522;female;2;NA;NA;NA;2
1523;male;1;NA;NA;NA;1
1524;female;1;NA;NA;NA;1
1525;female;1;NA;NA;NA;1
1526;male;1;NA;NA;NA;1
1527;male;1;NA;NA;NA;1
1528;male;1;NA;NA;NA;1
1529;male;3;NA;NA;NA;3
1530;male;1;NA;NA;NA;1
1531;male;1;NA;NA;NA;1
1532;female;2;NA;NA;NA;2
1533;male;6;NA;NA;NA;6
1534;female;3;NA;NA;NA;3
1535;male;2;NA;NA;NA;2
1536;male;2;NA;NA;NA;2
1537;male;1;NA;NA;22;23
1538;female;2;NA;NA;NA;2
1539;female;3;NA;NA;NA;3
1540;male;3;3;NA;NA;6
1541;male;1;NA;NA;NA;1
1542;female;2;NA;NA;NA;2
1543;male;1;NA;NA;NA;1
1544;male;1;NA;NA;NA;1
1545;male;1;NA;42;NA;43
1546;male;1;NA;NA;NA;1
1547;male;2;NA;NA;NA;2
1548;female;20;NA;NA;NA;20
1549;male;2;NA;NA;NA;2
1550;female;4;NA;NA;NA;4
1551;female;2;NA;NA;NA;2
1552;male;2;NA;NA;NA;2
1553;male;1;NA;NA;NA;1
1554;female;2;NA;NA;NA;2
1555;male;2;NA;NA;NA;2
1556;female;3;NA;NA;NA;3
1557;male;1;NA;NA;NA;1
1558;female;5;NA;NA;NA;5
1559;male;2;NA;NA;NA;2
1560;male;1;NA;NA;NA;1
1561;male;1;NA;NA;NA;1
1562;female;3;NA;NA;NA;3
1563;male;9;NA;NA;NA;9
1564;male;1;NA;NA;NA;1
1565;male;1;NA;NA;NA;1
1566;male;1;NA;NA;NA;1
1567;male;1;NA;NA;NA;1
1568;male;1;NA;NA;NA;1
1569;male;1;NA;NA;NA;1
1570;male;1;NA;NA;NA;1
1571;male;4;NA;NA;NA;4
1572;female;2;NA;NA;NA;2
1573;female;2;NA;NA;NA;2
1574;female;2;NA;NA;NA;2
1575;male;4;NA;NA;NA;4
1576;male;3;NA;NA;NA;3
1577;male;1;NA;NA;NA;1
1578;male;2;NA;NA;NA;2
1579;male;2;NA;NA;NA;2
1580;male;1;NA;NA;NA;1
1581;female;3;NA;NA;NA;3
1582;female;3;NA;NA;NA;3
1583;male;2;NA;NA;NA;2
1584;male;1;NA;NA;NA;1
1585;male;1;NA;NA;NA;1
1586;male;1;NA;NA;NA;1
1587;female;1;NA;NA;NA;1
1588;male;1;NA;NA;NA;1
1589;male;1;NA;NA;NA;1
1590;male;2;NA;NA;NA;2
1591;male;117;NA;NA;NA;117
1592;female;34;NA;NA;NA;34
1593;female;6;NA;NA;NA;6
1594;female;1;NA;NA;NA;1
1595;male;1;NA;NA;NA;1
1596;male;10;NA;NA;NA;10
1597;female;13;NA;NA;NA;13
1598;female;5;NA;NA;NA;5
1599;male;4;NA;NA;NA;4
1600;male;9;NA;NA;NA;9
1601;male;3;NA;NA;NA;3
1602;female;1;NA;NA;NA;1
1603;male;3;NA;NA;NA;3
1604;female;2;NA;NA;NA;2
1605;male;6;NA;NA;NA;6
1606;female;1;NA;NA;NA;1
1607;male;2;NA;NA;NA;2
1608;female;1;NA;NA;NA;1
