id_turn;start_time;end_time;id_speaker;gender;id_episode;id_show;id_corpus;id_speaker_class
5375;1658.276;1772.077;883;male;45;19;1;3
5376;1772.077;1774.13;857;male;45;19;1;4
5377;1774.13;1805.179;883;male;45;19;1;3
5378;1805.179;1808.287;857;male;45;19;1;4
5379;1813.2;1816.466;857;male;45;19;1;4
5380;1816.466;1838.491;884;female;45;19;1;3
5381;1838.491;1881.625;331;male;45;19;1;1
5382;1881.625;1984.213;884;female;45;19;1;3
5383;1984.213;2029.006;712;male;45;19;1;3
5384;2029.006;2031.401;884;female;45;19;1;3
5385;2033.312;2034.615;858;female;45;19;1;1
5386;2036.11;2036.949;858;female;45;19;1;1
5387;2037.755;2038.722;884;female;45;19;1;3
5388;2038.722;2073.022;884;female;45;19;1;3
5389;2073.022;2121.337;885;male;45;19;1;1
5390;2121.337;2136.466;884;female;45;19;1;3
5391;2139.357;2140.573;884;female;45;19;1;3
5392;2140.573;2153.543;884;female;45;19;1;3
5393;2153.543;2187.949;886;male;45;19;1;1
5394;2187.949;2270.031;884;female;45;19;1;3
5395;2271.734;2272.634;884;female;45;19;1;3
5396;2272.634;2305.041;857;male;45;19;1;4
5397;2308.0;2314.557;863;female;45;19;1;1
5398;2316.464;2317.469;863;female;45;19;1;1
5399;2318.93;2320.336;59;male;45;19;1;4
5400;2320.336;2370.131;59;male;45;19;1;4
5401;2372.466;2373.39;864;female;45;19;1;1
5402;2376.935;2378.127;857;male;45;19;1;4
5403;2378.127;2387.71;857;male;45;19;1;4
5404;2387.71;2537.211;887;male;45;19;1;3
5405;2539.263;2540.008;867;female;45;19;1;1
5406;2540.99;2544.997;867;female;45;19;1;1
5407;2544.997;2569.511;857;male;45;19;1;4
5408;2569.511;2583.306;132;female;45;19;1;1
5409;2583.306;2594.738;293;male;45;19;1;1
5410;2594.738;2623.932;132;female;45;19;1;1
5411;2623.932;2646.88;888;male;45;19;1;1
5412;2646.88;2656.436;132;female;45;19;1;1
5413;2656.436;2669.245;889;male;45;19;1;1
5414;2669.245;2677.969;132;female;45;19;1;1
5415;2681.561;2688.877;890;female;45;19;1;1
5416;2689.831;2701.854;890;female;45;19;1;1
5417;2703.365;2710.692;890;female;45;19;1;1
5418;2713.962;2716.189;857;male;45;19;1;4
5419;2716.189;2795.642;884;female;45;19;1;3
5420;2799.46;2801.244;884;female;45;19;1;3
5421;2801.244;2802.309;884;female;45;19;1;3
5422;2802.309;2828.185;857;male;45;19;1;4
5423;2828.185;2856.689;891;male;45;19;1;1
5424;2856.689;2860.104;892;female;45;19;1;1
5425;2860.104;2883.109;891;male;45;19;1;1
5426;2883.109;2884.835;892;female;45;19;1;1
5427;2884.835;2904.91;891;male;45;19;1;1
5428;2904.91;2911.734;892;female;45;19;1;1
5429;2911.734;2950.837;891;male;45;19;1;1
5430;2950.837;2956.588;857;male;45;19;1;4
5431;2962.361;2963.037;893;female;45;19;1;1
5432;2964.313;2965.352;893;female;45;19;1;1
5433;2966.889;2967.206;894;male;45;19;1;1
5434;2968.257;2995.313;895;female;45;19;1;1
5435;2995.313;2996.202;896;male;45;19;1;1
5436;3003.181;3026.571;895;female;45;19;1;1
5437;3026.571;3042.358;896;male;45;19;1;1
5438;3042.358;3059.182;896;male;45;19;1;1
5439;3068.214;3069.429;897;male;45;19;1;1
5440;3069.429;3087.463;895;female;45;19;1;1
5441;3089.741;3090.903;898;female;45;19;1;1
5442;3094.132;3095.493;898;female;45;19;1;1
5443;3096.854;3110.272;899;female;45;19;1;1
5444;3110.272;3187.587;900;male;45;19;1;1
5445;3187.587;3192.761;899;female;45;19;1;1
5446;3192.761;3206.942;900;male;45;19;1;1
5447;3206.942;3211.925;899;female;45;19;1;1
5448;3216.121;3219.65;857;male;45;19;1;4
5449;3219.65;3310.285;884;female;45;19;1;3
5450;3312.29;3313.364;857;male;45;19;1;4
5451;3313.364;3322.306;857;male;45;19;1;4
5452;3322.306;3437.909;901;male;45;19;1;1
5453;3445.269;3446.813;868;female;45;19;1;1
5454;3447.794;3448.712;868;female;45;19;1;1
5455;3454.074;3462.57;882;female;45;19;1;1
5456;3463.006;3463.529;883;male;45;19;1;3
5457;3463.529;3496.568;883;male;45;19;1;3
5458;3496.568;3507.285;902;male;45;19;1;1
5459;3507.285;3507.581;883;male;45;19;1;3
5460;3507.581;3519.234;902;male;45;19;1;1
5461;3519.234;3520.651;883;male;45;19;1;3
5462;3520.651;3548.393;902;male;45;19;1;1
5463;3548.393;3549.646;0;NA;45;19;1;4
5464;3549.646;3586.786;902;male;45;19;1;1
5465;3586.786;3589.411;883;male;45;19;1;3
5466;3589.411;3593.829;902;male;45;19;1;1
5467;3593.829;3595.74;883;male;45;19;1;3
5468;3601.733;3603.74;857;male;45;19;1;4
5469;4.745;6.804;329;female;46;19;1;4
5470;6.804;7.519;45;male;46;19;1;4
5471;7.519;78.887;45;male;46;19;1;4
5472;80.037;80.826;329;female;46;19;1;4
5473;80.826;93.028;45;male;46;19;1;4
5474;93.028;155.01;903;male;46;19;1;1
5475;155.01;171.024;45;male;46;19;1;4
5476;171.024;193.491;904;male;46;19;1;1
5477;193.491;196.092;45;male;46;19;1;4
5478;196.092;205.248;904;male;46;19;1;1
5479;205.248;212.657;45;male;46;19;1;4
5480;212.657;225.828;904;male;46;19;1;1
5481;225.828;240.401;45;male;46;19;1;4
5482;240.401;255.249;904;male;46;19;1;1
5483;255.249;288.233;45;male;46;19;1;4
5484;288.233;364.723;905;female;46;19;1;1
5485;364.723;428.62;45;male;46;19;1;4
5486;428.62;476.082;463;male;46;19;1;1
5487;476.082;477.437;342;male;46;19;1;3
5488;477.437;485.961;463;male;46;19;1;1
5489;485.961;506.267;45;male;46;19;1;4
5490;506.267;508.336;329;female;46;19;1;4
5491;508.336;526.646;45;male;46;19;1;4
5492;526.646;562.829;363;male;46;19;1;3
5493;567.413;589.404;363;male;46;19;1;3
5494;589.404;592.135;45;male;46;19;1;4
5495;592.135;617.802;363;male;46;19;1;3
5496;617.802;687.914;45;male;46;19;1;4
5497;687.914;748.151;355;male;46;19;1;1
5498;748.151;755.631;45;male;46;19;1;4
5499;755.631;756.834;329;female;46;19;1;4
5500;756.834;801.712;45;male;46;19;1;4
5501;801.712;809.267;906;male;46;19;1;1
5502;809.267;810.388;907;male;46;19;1;1
5503;810.388;813.374;906;male;46;19;1;1
5504;813.374;815.539;907;male;46;19;1;1
5505;815.539;819.808;906;male;46;19;1;1
5506;819.808;821.462;907;male;46;19;1;1
5507;821.462;856.713;906;male;46;19;1;1
5508;856.713;902.621;45;male;46;19;1;4
5509;902.621;931.33;908;female;46;19;1;1
5510;931.33;932.799;506;male;46;19;1;1
5511;932.799;963.187;908;female;46;19;1;1
5512;963.187;1060.345;45;male;46;19;1;4
5513;1060.345;1080.268;587;female;46;19;1;1
5514;1082.26;1084.915;587;female;46;19;1;1
5515;1084.915;1098.706;909;female;46;19;1;1
5516;1098.706;1109.867;587;female;46;19;1;1
5517;1109.867;1122.104;910;male;46;19;1;1
5518;1122.104;1143.874;587;female;46;19;1;1
5519;1143.874;1157.859;45;male;46;19;1;4
5520;1157.859;1164.374;0;NA;46;19;1;4
5521;1164.374;1199.866;45;male;46;19;1;4
5522;1199.866;1201.336;45;male;46;19;1;4
5523;1201.336;1203.99;329;female;46;19;1;4
5524;1203.99;1204.311;44;male;46;19;1;4
5525;1204.311;1206.131;329;female;46;19;1;4
5526;1206.131;1248.269;44;male;46;19;1;4
5527;1248.269;1248.781;911;female;46;19;1;3
5528;1248.781;1258.547;44;male;46;19;1;4
5529;1258.547;1267.719;0;NA;46;19;1;4
5530;1267.719;1344.904;911;female;46;19;1;3
5531;1344.904;1349.491;44;male;46;19;1;4
5532;1349.491;1363.454;911;female;46;19;1;3
5533;1363.454;1368.231;0;NA;46;19;1;4
5534;1368.231;1374.568;44;male;46;19;1;4
5535;1374.568;1386.32;911;female;46;19;1;3
5536;1386.32;1393.202;0;NA;46;19;1;4
5537;1393.202;1401.406;44;male;46;19;1;4
5538;1401.406;1448.61;911;female;46;19;1;3
5539;1448.61;1457.521;44;male;46;19;1;4
5540;1457.521;1460.71;0;NA;46;19;1;4
5541;1460.71;1533.264;911;female;46;19;1;3
5542;1533.264;1539.688;0;NA;46;19;1;4
5543;1539.688;1548.983;44;male;46;19;1;4
5544;1548.983;1553.167;0;NA;46;19;1;4
5545;1553.167;1555.898;0;NA;46;19;1;4
5546;1555.898;1575.363;911;female;46;19;1;3
5547;1575.363;1578.381;0;NA;46;19;1;4
5548;1578.381;1585.245;0;NA;46;19;1;4
5549;1585.245;1604.196;911;female;46;19;1;3
5550;1604.196;1612.73;44;male;46;19;1;4
5551;1612.73;1613.693;911;female;46;19;1;3
5552;1613.693;1616.988;0;NA;46;19;1;4
5553;1616.988;1648.815;911;female;46;19;1;3
5554;1648.815;1652.482;0;NA;46;19;1;4
5555;1652.482;1698.599;911;female;46;19;1;3
5556;1698.599;1703.3;44;male;46;19;1;4
5557;1706.117;1710.747;0;NA;46;19;1;4
5558;1710.747;1738.331;911;female;46;19;1;3
5559;1738.331;1740.429;44;male;46;19;1;4
5560;1740.429;1740.968;911;female;46;19;1;3
5561;1740.968;1744.592;0;NA;46;19;1;4
5562;1752.125;1753.32;329;female;46;19;1;4
5563;1753.32;1800.074;59;male;46;19;1;4
5564;1800.074;1803.149;329;female;46;19;1;4
5565;1808.492;2178.912;405;female;46;19;1;4
5566;2178.912;2180.839;329;female;46;19;1;4
5567;2180.839;2383.034;405;female;46;19;1;4
5568;2387.304;2392.933;405;female;46;19;1;4
5569;2397.371;2410.993;405;female;46;19;1;4
5570;2442.019;2444.324;329;female;46;19;1;4
5571;2444.324;2531.078;407;male;46;19;1;3
5572;2537.486;2567.664;407;male;46;19;1;3
5573;2573.657;2601.546;407;male;46;19;1;3
5574;2604.901;2628.511;407;male;46;19;1;3
5575;2633.693;2726.001;407;male;46;19;1;3
5576;2726.001;2728.459;329;female;46;19;1;4
5577;2728.459;2730.927;0;NA;46;19;1;4
5578;2730.927;2873.463;61;male;46;19;1;3
5579;2873.463;2877.099;329;female;46;19;1;4
5580;2877.099;2894.117;408;male;46;19;1;4
5581;2894.117;2930.504;912;male;46;19;1;1
5582;2930.504;2938.174;408;male;46;19;1;4
5583;2938.174;2957.633;912;male;46;19;1;1
5584;2957.633;2961.979;0;NA;46;19;1;4
5585;2961.979;3020.828;911;female;46;19;1;3
5586;3020.828;3037.214;408;male;46;19;1;4
5587;3037.214;3041.821;0;NA;46;19;1;4
5588;3041.821;3087.562;911;female;46;19;1;3
5589;3087.562;3089.029;408;male;46;19;1;4
5590;3089.029;3109.594;61;male;46;19;1;3
5591;3109.594;3114.733;408;male;46;19;1;4
5592;3114.733;3119.735;913;male;46;19;1;1
5593;3119.735;3121.81;0;NA;46;19;1;4
5594;3121.81;3148.867;913;male;46;19;1;1
5595;3148.867;3151.497;0;NA;46;19;1;4
5596;3151.497;3167.892;913;male;46;19;1;1
5597;3167.892;3175.094;408;male;46;19;1;4
5598;3175.094;3177.864;0;NA;46;19;1;4
5599;3177.864;3265.015;911;female;46;19;1;3
5600;3265.015;3270.671;0;NA;46;19;1;4
5601;3270.671;3286.103;911;female;46;19;1;3
5602;3286.103;3289.291;408;male;46;19;1;4
5603;3289.291;3318.313;914;female;46;19;1;1
5604;3318.313;3322.87;0;NA;46;19;1;4
5605;3322.87;3348.721;914;female;46;19;1;1
5606;3348.721;3352.711;0;NA;46;19;1;4
5607;3352.711;3359.285;0;NA;46;19;1;4
5608;3359.285;3391.287;914;female;46;19;1;1
5609;3391.287;3408.286;408;male;46;19;1;4
5610;3408.286;3433.231;911;female;46;19;1;3
5611;3433.231;3436.66;0;NA;46;19;1;4
5612;3436.66;3469.914;911;female;46;19;1;3
5613;3469.914;3474.225;0;NA;46;19;1;4
5614;3474.225;3480.723;911;female;46;19;1;3
5615;3480.723;3485.379;0;NA;46;19;1;4
5616;3485.379;3490.879;911;female;46;19;1;3
5617;3490.879;3495.825;0;NA;46;19;1;4
5618;3495.825;3499.65;408;male;46;19;1;4
5619;3499.65;3517.816;915;male;46;19;1;1
5620;3517.816;3522.22;408;male;46;19;1;4
5621;3522.22;3528.962;0;NA;46;19;1;4
5622;3528.962;3532.333;408;male;46;19;1;4
5623;3532.333;3581.682;911;female;46;19;1;3
5624;3581.682;3588.029;408;male;46;19;1;4
5625;3588.029;3596.106;329;female;46;19;1;4
5626;5.141;6.758;916;female;47;19;1;1
5627;10.064;11.078;916;female;47;19;1;1
5628;20.37;21.941;917;male;47;19;1;1
5629;21.941;27.251;916;female;47;19;1;1
5630;27.251;71.755;918;male;47;19;1;4
5631;73.703;140.97;884;female;47;19;1;3
5632;140.97;156.717;886;male;47;19;1;1
5633;156.717;177.541;919;female;47;19;1;1
5634;177.541;187.256;886;male;47;19;1;1
5635;187.256;213.711;884;female;47;19;1;3
5636;213.711;247.156;920;male;47;19;1;1
5637;247.156;250.457;921;male;47;19;1;1
5638;250.457;258.122;920;male;47;19;1;1
5639;258.122;313.068;884;female;47;19;1;3
5640;315.133;316.557;916;female;47;19;1;1
5641;317.908;319.325;916;female;47;19;1;1
5642;319.325;368.188;884;female;47;19;1;3
5643;368.188;428.998;36;female;47;19;1;1
5644;428.998;481.851;884;female;47;19;1;3
5645;485.121;512.837;884;female;47;19;1;3
5646;514.214;515.338;884;female;47;19;1;3
5647;515.338;590.428;918;male;47;19;1;4
5648;593.18;599.836;922;female;47;19;1;1
5649;601.622;605.138;922;female;47;19;1;1
5650;605.138;661.837;59;male;47;19;1;4
5651;661.837;668.9;916;female;47;19;1;1
5652;668.9;683.77;923;male;47;19;1;1
5653;686.013;686.978;916;female;47;19;1;1
5654;691.122;697.675;918;male;47;19;1;4
5655;697.675;779.404;887;male;47;19;1;3
5656;782.181;783.002;916;female;47;19;1;1
5657;784.546;786.857;916;female;47;19;1;1
5658;788.787;810.817;918;male;47;19;1;4
5659;810.817;845.395;416;female;47;19;1;1
5660;845.395;853.47;857;male;47;19;1;4
5661;853.47;891.321;416;female;47;19;1;1
5662;891.321;901.926;857;male;47;19;1;4
5663;901.926;930.707;416;female;47;19;1;1
5664;930.707;936.534;918;male;47;19;1;4
5665;939.077;941.387;918;male;47;19;1;4
5666;941.387;1019.854;884;female;47;19;1;3
5667;1022.234;1025.051;916;female;47;19;1;1
5668;1025.051;1055.235;918;male;47;19;1;4
5669;1056.274;1129.011;152;male;47;19;1;1
5670;1129.011;1135.491;918;male;47;19;1;4
5671;1135.491;1192.718;152;male;47;19;1;1
5672;1192.718;1197.514;918;male;47;19;1;4
5673;1202.109;1203.027;916;female;47;19;1;1
5674;1204.564;1229.345;918;male;47;19;1;4
5675;1250.14;1264.267;160;male;47;19;1;1
5676;1264.267;1293.382;878;male;47;19;1;1
5677;1293.382;1304.802;160;male;47;19;1;1
5678;1304.802;1308.871;878;male;47;19;1;1
5679;1308.871;1309.985;160;male;47;19;1;1
5680;1309.985;1313.391;878;male;47;19;1;1
5681;1313.391;1314.576;160;male;47;19;1;1
5682;1314.576;1347.092;878;male;47;19;1;1
5683;1374.283;1379.423;160;male;47;19;1;1
5684;1379.423;1386.599;878;male;47;19;1;1
5685;1386.599;1388.004;160;male;47;19;1;1
5686;1388.004;1401.114;878;male;47;19;1;1
5687;1401.114;1407.266;160;male;47;19;1;1
5688;1407.266;1421.798;878;male;47;19;1;1
5689;1421.798;1424.953;160;male;47;19;1;1
5690;1424.953;1435.536;878;male;47;19;1;1
5691;1449.99;1459.226;918;male;47;19;1;4
5692;1463.058;1464.73;918;male;47;19;1;4
5693;1464.73;1539.952;884;female;47;19;1;3
5694;1542.357;1577.309;918;male;47;19;1;4
5695;1577.309;1591.078;924;male;47;19;1;1
5696;1591.078;1594.448;925;male;47;19;1;1
5697;1594.448;1605.026;924;male;47;19;1;1
5698;1605.026;1607.182;925;male;47;19;1;1
5699;1607.182;1611.076;924;male;47;19;1;1
5700;1611.076;1614.82;925;male;47;19;1;1
5701;1614.82;1635.783;924;male;47;19;1;1
5702;1635.783;1640.648;925;male;47;19;1;1
5703;1640.648;1653.731;924;male;47;19;1;1
5704;1653.731;1657.256;925;male;47;19;1;1
5705;1657.256;1658.335;924;male;47;19;1;1
5706;1658.335;1660.141;925;male;47;19;1;1
5707;1660.141;1675.903;924;male;47;19;1;1
5708;1675.903;1681.433;918;male;47;19;1;4
5709;1685.07;1713.674;926;female;47;19;1;1
5710;1715.845;1724.442;927;female;47;19;1;1
5711;1724.442;1830.276;928;male;47;19;1;1
5712;1836.173;1838.821;918;male;47;19;1;4
5713;1838.821;1871.548;929;male;47;19;1;4
5714;1874.656;1920.175;860;female;47;19;1;3
5715;1921.712;1952.554;929;male;47;19;1;4
5716;1954.803;1974.857;929;male;47;19;1;4
5717;1974.857;2014.944;930;male;47;19;1;1
5718;2014.944;2047.882;929;male;47;19;1;4
5719;2047.882;2094.86;931;female;47;19;1;1
5720;2094.86;2140.58;929;male;47;19;1;4
5721;2140.58;2191.127;885;male;47;19;1;1
5722;2191.127;2227.624;929;male;47;19;1;4
5723;2229.781;2230.715;929;male;47;19;1;4
5724;2230.715;2279.926;918;male;47;19;1;4
5725;2279.926;2326.872;883;male;47;19;1;3
5726;2326.872;2330.451;918;male;47;19;1;4
5727;2333.438;2339.978;922;female;47;19;1;1
5728;2341.846;2342.875;922;female;47;19;1;1
5729;2344.916;2401.45;59;male;47;19;1;4
5730;2404.001;2404.894;932;female;47;19;1;1
5731;2408.459;2453.041;862;male;47;19;1;1
5732;2453.041;2506.724;933;male;47;19;1;1
5733;2506.724;2519.065;862;male;47;19;1;1
5734;2522.14;2522.977;932;female;47;19;1;1
5735;2524.419;2528.595;932;female;47;19;1;1
5736;2528.595;2554.017;918;male;47;19;1;4
5737;2554.017;2580.257;892;female;47;19;1;1
5738;2580.257;2600.708;934;male;47;19;1;1
5739;2600.708;2617.019;892;female;47;19;1;1
5740;2617.019;2657.639;934;male;47;19;1;1
5741;2657.639;2679.664;892;female;47;19;1;1
5742;2682.327;2683.606;932;female;47;19;1;1
5743;2685.223;2686.423;932;female;47;19;1;1
5744;2686.423;2718.642;935;female;47;19;1;1
5745;2721.574;2724.777;918;male;47;19;1;4
5746;2724.777;2803.58;929;male;47;19;1;4
5747;2805.858;2807.564;929;male;47;19;1;4
5748;2807.564;2825.622;918;male;47;19;1;4
5749;2825.622;2943.482;936;male;47;19;1;3
5750;2946.185;2947.747;932;female;47;19;1;1
5751;2949.267;2950.45;932;female;47;19;1;1
5752;2950.45;2959.302;937;female;47;19;1;1
5753;2959.302;3005.521;938;male;47;19;1;1
5754;3030.814;3042.621;938;male;47;19;1;1
5755;3071.83;3075.885;938;male;47;19;1;1
5756;3078.389;3079.306;939;female;47;19;1;1
5757;3082.781;3084.157;939;female;47;19;1;1
5758;3084.157;3098.437;899;female;47;19;1;1
5759;3098.437;3175.764;900;male;47;19;1;1
5760;3175.764;3180.994;899;female;47;19;1;1
5761;3180.994;3195.18;900;male;47;19;1;1
5762;3195.18;3200.145;899;female;47;19;1;1
5763;3203.594;3205.759;918;male;47;19;1;4
5764;3205.759;3276.836;929;male;47;19;1;4
5765;3279.797;3298.668;918;male;47;19;1;4
5766;3298.668;3312.716;132;female;47;19;1;1
5767;3312.716;3324.275;293;male;47;19;1;1
5768;3324.275;3353.246;132;female;47;19;1;1
5769;3353.246;3376.218;888;male;47;19;1;1
5770;3376.218;3385.925;132;female;47;19;1;1
5771;3385.925;3398.762;889;male;47;19;1;1
5772;3398.762;3407.408;132;female;47;19;1;1
5773;3407.408;3424.671;929;male;47;19;1;4
5774;3430.152;3432.727;940;female;47;19;1;1
5775;3435.133;3440.529;940;female;47;19;1;1
5776;3443.532;3448.142;940;female;47;19;1;1
5777;3453.505;3463.607;941;female;47;19;1;1
5778;3463.607;3588.145;883;male;47;19;1;3
5779;3594.333;3595.878;918;male;47;19;1;4
5780;0.0;1.384;328;male;48;19;1;1
5781;1.384;2.417;329;female;48;19;1;4
5782;2.417;4.361;328;male;48;19;1;1
5783;8.681;10.004;329;female;48;19;1;4
5784;10.004;11.066;330;male;48;19;1;4
5785;11.066;57.09;330;male;48;19;1;4
5786;57.09;58.901;329;female;48;19;1;4
5787;58.901;108.497;330;male;48;19;1;4
5788;108.497;152.686;942;female;48;19;1;1
5789;152.686;166.435;330;male;48;19;1;4
5790;166.435;206.264;943;male;48;19;1;1
5791;206.264;233.07;330;male;48;19;1;4
5792;233.07;283.024;944;male;48;19;1;1
5793;283.024;353.649;330;male;48;19;1;4
5794;353.649;418.928;945;male;48;19;1;1
5795;418.928;454.27;330;male;48;19;1;4
5796;454.27;457.546;329;female;48;19;1;4
5797;457.546;579.277;330;male;48;19;1;4
5798;579.277;581.144;329;female;48;19;1;4
5799;581.144;625.392;330;male;48;19;1;4
5800;625.392;683.418;654;male;48;19;1;3
5801;683.418;771.25;330;male;48;19;1;4
5802;771.25;831.7;946;female;48;19;1;1
5803;831.7;862.871;330;male;48;19;1;4
5804;862.871;924.31;947;male;48;19;1;1
5805;924.31;941.934;330;male;48;19;1;4
5806;941.934;943.286;329;female;48;19;1;4
5807;943.286;945.339;330;male;48;19;1;4
5808;945.339;947.702;329;female;48;19;1;4
5809;947.702;968.902;330;male;48;19;1;4
5810;968.902;970.569;329;female;48;19;1;4
5811;991.215;996.072;329;female;48;19;1;4
5812;996.072;996.959;0;NA;48;19;1;4
5813;996.959;1000.717;399;female;48;19;1;1
5814;1000.717;1004.556;329;female;48;19;1;4
5815;1004.556;1137.91;399;female;48;19;1;1
5816;1137.91;1138.996;0;NA;48;19;1;4
5817;1138.996;1143.76;399;female;48;19;1;1
5818;1143.76;1151.814;329;female;48;19;1;4
5819;1151.814;1153.509;0;NA;48;19;1;4
5820;1153.509;1155.789;329;female;48;19;1;4
5821;1155.789;1180.694;344;male;48;19;1;1
5822;1180.694;1291.788;948;male;48;19;1;1
5823;1291.788;1293.842;329;female;48;19;1;4
5824;1293.842;1296.304;344;male;48;19;1;1
5825;1296.304;1302.375;329;female;48;19;1;4
5826;1302.375;1372.269;713;male;48;19;1;3
5827;1372.269;1420.618;949;male;48;19;1;1
5828;1420.618;1450.571;713;male;48;19;1;3
5829;1450.571;1457.969;329;female;48;19;1;4
5830;1457.969;1459.077;344;male;48;19;1;1
5831;1459.077;1462.658;329;female;48;19;1;4
5832;1462.658;1464.185;0;NA;48;19;1;4
5833;1464.185;1465.286;344;male;48;19;1;1
5834;1474.751;1475.934;329;female;48;19;1;4
5835;1475.934;1480.009;0;NA;48;19;1;4
5836;1480.009;1480.579;0;NA;48;19;1;4
5837;1480.579;1481.611;348;male;48;19;1;3
5838;1481.611;1482.564;0;NA;48;19;1;4
5839;1482.564;1636.694;348;male;48;19;1;3
5840;1636.694;1638.802;329;female;48;19;1;4
5841;1638.802;1640.049;348;male;48;19;1;3
5842;1640.049;1641.35;0;NA;48;19;1;4
5843;1641.35;1642.167;329;female;48;19;1;4
5844;1642.167;1642.748;0;NA;48;19;1;4
5845;1642.748;1648.452;348;male;48;19;1;3
5846;1648.452;1649.691;0;NA;48;19;1;4
5847;1649.691;1658.529;348;male;48;19;1;3
5848;1658.529;1662.647;329;female;48;19;1;4
5849;1662.647;1663.787;0;NA;48;19;1;4
5850;1663.787;1665.023;329;female;48;19;1;4
5851;1665.023;1667.55;0;NA;48;19;1;4
5852;1667.55;1669.206;329;female;48;19;1;4
5853;1669.206;1669.851;0;NA;48;19;1;4
5854;1669.851;1671.873;329;female;48;19;1;4
5855;1671.873;1674.184;0;NA;48;19;1;4
5856;1674.184;1676.883;0;NA;48;19;1;4
5857;1676.883;1680.357;329;female;48;19;1;4
5858;1680.357;1680.851;0;NA;48;19;1;4
5859;1680.851;1682.454;348;male;48;19;1;3
5860;1682.454;1684.82;329;female;48;19;1;4
5861;1692.824;1696.587;329;female;48;19;1;4
5862;1696.587;1697.84;59;male;48;19;1;4
5863;1697.84;1699.711;329;female;48;19;1;4
5864;1699.711;1773.903;59;male;48;19;1;4
5865;1773.903;1775.591;329;female;48;19;1;4
5866;1775.591;1805.727;59;male;48;19;1;4
5867;1805.727;1808.405;329;female;48;19;1;4
5868;1814.176;1857.309;60;male;48;19;1;4
5869;1857.309;1859.362;329;female;48;19;1;4
5870;1859.362;1913.097;60;male;48;19;1;4
5871;1913.097;1974.835;950;male;48;19;1;1
5872;1974.835;2026.764;60;male;48;19;1;4
5873;2026.764;2094.434;951;male;48;19;1;1
5874;2094.434;2110.252;60;male;48;19;1;4
5875;2112.002;2163.4;60;male;48;19;1;4
5876;2163.4;2188.623;952;male;48;19;1;1
5877;2188.623;2194.695;625;male;48;19;1;1
5878;2194.695;2214.043;952;male;48;19;1;1
5879;2214.043;2216.063;625;male;48;19;1;1
5880;2216.063;2228.092;952;male;48;19;1;1
5881;2228.092;2361.548;60;male;48;19;1;4
5882;2361.548;2411.486;953;male;48;19;1;1
5883;2411.486;2461.807;60;male;48;19;1;4
5884;2461.807;2464.037;329;female;48;19;1;4
5885;2464.037;2499.734;60;male;48;19;1;4
5886;2499.734;2556.458;954;male;48;19;1;1
5887;2556.458;2612.446;60;male;48;19;1;4
5888;2612.446;2670.985;887;male;48;19;1;3
5889;2670.985;2699.441;60;male;48;19;1;4
5890;2699.441;2739.326;343;female;48;19;1;1
5891;2739.326;2762.215;955;NA;48;19;1;1
5892;2762.215;2770.838;343;female;48;19;1;1
5893;2770.838;2780.745;60;male;48;19;1;4
5894;2785.046;2803.021;329;female;48;19;1;4
5895;2834.876;2836.113;329;female;48;19;1;4
5896;2836.113;2851.775;361;male;48;19;1;3
5897;2851.775;2853.231;329;female;48;19;1;4
5898;2853.231;3003.032;361;male;48;19;1;3
5899;3003.032;3005.108;329;female;48;19;1;4
5900;3005.108;3008.736;361;male;48;19;1;3
5901;3008.736;3014.356;329;female;48;19;1;4
5902;3014.356;3072.598;362;male;48;19;1;1
5903;3072.598;3081.546;329;female;48;19;1;4
5904;3081.546;3226.876;555;female;48;19;1;1
5905;3226.876;3239.012;329;female;48;19;1;4
5906;3239.012;3354.389;468;female;48;19;1;3
5907;3354.389;3357.776;329;female;48;19;1;4
5908;3357.776;3358.313;0;NA;48;19;1;4
5909;3358.313;3360.711;329;female;48;19;1;4
5910;3360.711;3545.733;365;male;48;19;1;3
5911;3585.103;3586.258;329;female;48;19;1;4
5912;3586.258;3627.0;59;male;48;19;1;4
5913;0.0;21.416;328;male;49;19;1;1
5914;21.416;25.676;89;male;49;19;1;4
5915;25.676;26.391;328;male;49;19;1;1
5916;26.391;28.14;89;male;49;19;1;4
5917;34.073;35.157;89;male;49;19;1;4
5918;35.157;35.734;956;male;49;19;1;3
5919;35.734;86.422;956;male;49;19;1;3
5920;87.473;88.725;957;female;49;19;1;1
5921;88.725;124.173;956;male;49;19;1;3
5922;124.173;188.092;936;male;49;19;1;3
5923;188.092;254.544;956;male;49;19;1;3
5924;254.544;316.615;958;male;49;19;1;1
5925;316.615;331.503;956;male;49;19;1;3
5926;331.503;392.258;860;female;49;19;1;3
5927;392.258;414.478;956;male;49;19;1;3
5928;414.478;417.584;89;male;49;19;1;4
5929;417.584;479.739;956;male;49;19;1;3
5930;479.739;540.185;959;male;49;19;1;1
5931;540.185;639.791;956;male;49;19;1;3
5932;639.791;702.126;50;female;49;19;1;1
5933;702.126;784.421;956;male;49;19;1;3
5934;784.421;828.372;960;female;49;19;1;1
5935;828.372;835.1;956;male;49;19;1;3
5936;837.907;879.453;89;male;49;19;1;4
5937;881.887;892.545;961;female;49;19;1;1
5938;892.545;894.65;962;male;49;19;1;1
5939;894.65;898.105;961;female;49;19;1;1
5940;898.105;899.646;962;male;49;19;1;1
5941;899.646;900.844;961;female;49;19;1;1
5942;900.844;903.12;962;male;49;19;1;1
